Ticker,Company,Price
BSCX,Invesco Blt 2033 CB (XNAS:BSCX),$21.27 
CBLL,"CERIBELL, INC. (XNAS:CBLL)",$21.33 
REAI,Tidal:Intelligent RE (XNAS:REAI),$21.36 
PWP,PERELLA WEINBERG PARTNERS (XNAS:PWP),$21.37 
MFMO,RBB:Motley Fool Mom Fctr (XNAS:MFMO),$21.40 
RDTL,GrnShs:2x Lng RDDT Dly (XNAS:RDTL),$21.42 
NBBK,"NB BANCORP, INC. (XNAS:NBBK)",$21.45 
FRPH,"FRP HOLDINGS, INC. (XNAS:FRPH)",$21.47 
RGCO,"RGC RESOURCES, INC. (XNAS:RGCO)",$21.47 
EQPT,EQUIPMENTSHARE.COM INC (XNAS:EQPT),$21.48 
HSTM,"HEALTHSTREAM, INC. (XNAS:HSTM)",$21.49 
SGML,SIGMA LITHIUM CORPORATION (XNAS:SGML),$21.52 
DAWN,"DAY ONE BIOPHARMACEUTICALS, INC. (XNAS:DAWN)",$21.53 
SBFG,"SB FINANCIAL GROUP, INC. (XNAS:SBFG)",$21.59 
FID,FT VI:S&P Itl Div Arstcr (XNAS:FID),$21.62 
LEGH,Legacy Housing Corporation (XNAS:LEGH),$21.62 
HSAI,Hesai Group (XNAS:HSAI),$21.63 
CCEC,Capital Clean Energy Carriers Corp. (XNAS:CCEC),$21.64 
ERAS,"ERASCA, INC. (XNAS:ERAS)",$21.65 
UCRD,VictoryII:VShs Cp Bd (XNAS:UCRD),$21.65 
WSC,WILLSCOT HOLDINGS CORPORATION (XNAS:WSC),$21.73 
PPI,Astoria Real Assets (XNAS:PPI),$21.76 
EBMT,"EAGLE BANCORP MONTANA, INC. (XNAS:EBMT)",$21.77 
FTXG,FT VI:Nsdq Food & Bev (XNAS:FTXG),$21.78 
EFAS,Glbl X MSCI SupDiv EAFE (XNAS:EFAS),$21.79 
BRAI,BRAIIN LIMITED (XNAS:BRAI),$21.80 
BSJS,Invesco Blt 2028 HY (XNAS:BSJS),$21.82 
IBTJ,iShares:iBd D2029T Trs (XNAS:IBTJ),$21.83 
FDRX,Corgi:Founder-Led 2x Dly (XNAS:FDRX),$21.84 
FULT,FULTON FINANCIAL CORPORATION (XNAS:FULT),$21.84 
TSLQ,Tradr 2X Short TSLA Dl (XNAS:TSLQ),$21.84 
UBND,VictoryII:VShs Cr+ Bd (XNAS:UBND),$21.84 
EML,EASTERN COMPANY THE (XNAS:EML),$21.85 
APPN,APPIAN CORPORATION (XNAS:APPN),$21.86 
KHC,THE KRAFT HEINZ COMPANY (XNAS:KHC),$21.89 
BSMU,Invesco Blt 2030 MB (XNAS:BSMU),$21.95 
PEY,Invesco HYE Div (XNAS:PEY),$21.99 
AKTS,"AKTIS ONCOLOGY, INC. (XNAS:AKTS)",$22.00 
TSLR,GrnShs:2x Lg TSLA Dly (XNAS:TSLR),$22.01 
SPCK,SPAC and New Issue (XNAS:SPCK),$22.04 
BTF,CoinShares Btc & Eth (XNAS:BTF),$22.05 
BCFN,Baron Financials (XNAS:BCFN),$22.08 
SNDX,"SYNDAX PHARMACEUTICALS, INC. (XNAS:SNDX)",$22.08 
AIRT,"AIR T, INC. (XNAS:AIRT)",$22.10 
CLMB,"CLIMB GLOBAL SOLUTIONS, INC. (XNAS:CLMB)",$22.20 
ACAD,ACADIA PHARMACEUTICALS INC. (XNAS:ACAD),$22.24 
BRRR,CoinShares Bitcoin (XNAS:BRRR),$22.27 
IBTI,iShares:iBd D2028T Trs (XNAS:IBTI),$22.27 
PLUL,LeverageShs 2X Lg PLUG (XNAS:PLUL),$22.27 
HNVR,"HANOVER BANCORP, INC. (XNAS:HNVR)",$22.31 
IIIV,"I3 VERTICALS, INC. (XNAS:IIIV)",$22.31 
GTLB,GITLAB INC. (XNAS:GTLB),$22.36 
SOUX,Defiance DT 2X Long SOUN (XNAS:SOUX),$22.36 
GTOQ,Invesco HY Systmtc Bnd (XNAS:GTOQ),$22.39 
TBLD,THORNBURG INCOME BUILDER OPPORTUNITIES TRUST (XNAS:TBLD),$22.39 
AFBI,"AFFINITY BANCSHARES, INC. (XNAS:AFBI)",$22.40 
IBTH,iShares:iBd D2027T Trs (XNAS:IBTH),$22.43 
BSJR,Invesco Blt 2027 HY (XNAS:BSJR),$22.45 
HNDL,SS Nasdaq 7HANDL Idx (XNAS:HNDL),$22.46 
DKNG,DRAFTKINGS INC. (XNAS:DKNG),$22.47 
XDEF,Xtrackers Euro Def Tech (XNAS:XDEF),$22.50 
SRET,Glbl X SuperDiv REIT (XNAS:SRET),$22.53 
HYZD,WisdomTree:Intr Rte HHYB (XNAS:HYZD),$22.56 
AVNW,"AVIAT NETWORKS, INC. (XNAS:AVNW)",$22.59 
PID,Invesco Int Dv Ach (XNAS:PID),$22.62 
AGZD,WisdomTree:IR Hdg US AB (XNAS:AGZD),$22.66 
NIOG,LeverageShs 2X Lg NIO D (XNAS:NIOG),$22.68 
NBIL,GrnShs:2x Long NBIS Dly (XNAS:NBIL),$22.72 
DGLO,FT VI:RBA Dglobalization (XNAS:DGLO),$22.74 
JAKK,"JAKKS PACIFIC, INC. (XNAS:JAKK)",$22.74 
FWRD,FORWARD AIR CORPORATION (XNAS:FWRD),$22.75 
GCBC,"GREENE COUNTY BANCORP, INC. (XNAS:GCBC)",$22.75 
GNTX,GENTEX CORPORATION (XNAS:GNTX),$22.76 
BILI,BILIBILI INC. (XNAS:BILI),$22.77 
BLFS,"BIOLIFE SOLUTIONS, INC. (XNAS:BLFS)",$22.80 
TXG,"10X GENOMICS, INC. (XNAS:TXG)",$22.83 
GAVA,Grayscale Avalanche St (XNAS:GAVA),$22.86 
DYFI,IDX Dynamic Fixed Inc (XNAS:DYFI),$22.87 
ZLAB,Zai Lab Ltd (XNAS:ZLAB),$22.87 
QQQY,Defiance Ndq100 Wkly Dis (XNAS:QQQY),$22.88 
TBRG,"TRUBRIDGE, INC. (XNAS:TBRG)",$22.88 
HCSG,"HEALTHCARE SERVICES GROUP, INC. (XNAS:HCSG)",$22.89 
IBTG,iShares:iBd D2026T Trs (XNAS:IBTG),$22.90 
IBTM,iShares:iBd D2032T Trs (XNAS:IBTM),$22.94 
PAGP,"PLAINS GP HOLDINGS, L.P (XNAS:PAGP)",$22.94 
TSYX,TSPY Lift ETF (XNAS:TSYX),$22.95 
IND,Xtrackers Nifty 500 Ind (XNAS:IND),$22.97 
INTA,"INTAPP, INC. (XNAS:INTA)",$23.07 
MSBI,"MIDLAND STATES BANCORP, INC. (XNAS:MSBI)",$23.07 
DFTX,"Definium Therapeutics, Inc. (XNAS:DFTX)",$23.08 
BSMT,Invesco Blt 2029 MB (XNAS:BSMT),$23.09 
SLM,SLM CORPORATION (XNAS:SLM),$23.10 
OSW,OneSpaWorld Holdings Limited (XNAS:OSW),$23.12 
BSJQ,Invesco Blt 2026 HY (XNAS:BSJQ),$23.15 
MCFT,"MASTERCRAFT BOAT HOLDINGS, INC. (XNAS:MCFT)",$23.16 
INBK,FIRST INTERNET BANCORP (XNAS:INBK),$23.17 
CZNC,CITIZENS & NORTHERN CORPORATION (XNAS:CZNC),$23.18 
BOTJ,"BANK OF THE JAMES FINANCIAL GROUP, INC. (XNAS:BOTJ)",$23.20 
NDAA,Ned Davis Rsrch 360 DA (XNAS:NDAA),$23.20 
BHDG,Nicholas Bitcoin Tail (XNAS:BHDG),$23.24 
SUSC,iShares:ESG A USD CB (XNAS:SUSC),$23.29 
PALD,Direxion:Dly PANW Br 1X (XNAS:PALD),$23.31 
FDRS,Corgi:Founder-Led (XNAS:FDRS),$23.32 
ALM,ALMONTY INDUSTRIES INC. (XNAS:ALM),$23.33 
CCOI,"COGENT COMMUNICATIONS HOLDINGS, INC. (XNAS:CCOI)",$23.34 
BSMS,Invesco Blt 2028 MB (XNAS:BSMS),$23.43 
FCEF,FT VIII:Income Opptys (XNAS:FCEF),$23.44 
IBGK,iShares:iBD Dec2054T Tr (XNAS:IBGK),$23.44 
JAPN,Horizon Knt Jpn Owr Op (XNAS:JAPN),$23.44 
OTEX,Open Text Corporation (XNAS:OTEX),$23.49 
INVA,"INNOVIVA, INC. (XNAS:INVA)",$23.50 
BAND,BANDWIDTH INC. (XNAS:BAND),$23.51 
FTHI,FT VI:BuyWrite Income (XNAS:FTHI),$23.53 
WEEI,Westwood Salient Enh EI (XNAS:WEEI),$23.53 
BSMQ,Invesco Blt 2026 MB (XNAS:BSMQ),$23.56 
MNSB,"MainStreet Bancshares, Inc. (XNAS:MNSB)",$23.56 
TTD,"THE TRADE DESK, INC. (XNAS:TTD)",$23.56 
BSMR,Invesco Blt 2027 MB (XNAS:BSMR),$23.61 
ETON,"ETON PHARMACEUTICALS, INC. (XNAS:ETON)",$23.61 
BCAX,BICARA THERAPEUTICS INC. (XNAS:BCAX),$23.63 
CSWC,CAPITAL SOUTHWEST CORPORATION (XNAS:CSWC),$23.63 
NVDS,Tradr 1.5X Short NVDA Dl (XNAS:NVDS),$23.63 
WTBA,"WEST BANCORPORATION, INC. (XNAS:WTBA)",$23.65 
QQDN,ProShares:UltSh Tp QQQ M (XNAS:QQDN),$23.67 
XMAG,Defiance Lg Cp ex-Mg 7 (XNAS:XMAG),$23.68 
DVXY,WEBs Cnsr Dy XLY Def Vol (XNAS:DVXY),$23.70 
RGTX,Defiance DT 2X Long RGTI (XNAS:RGTX),$23.70 
NESR,National Energy Services Reunited Corp. (XNAS:NESR),$23.71 
ARQT,"ARCUTIS BIOTHERAPEUTICS, INC. (XNAS:ARQT)",$23.75 
IFGL,iShares:Intl Dev RE (XNAS:IFGL),$23.75 
GARY,Mango Growth (XNAS:GARY),$23.78 
IMNM,"IMMUNOME, INC. (XNAS:IMNM)",$23.78 
CHYM,"CHIME FINANCIAL, INC. (XNAS:CHYM)",$23.81 
KMTS,"KESTRA MEDICAL TECHNOLOGIES, LTD. (XNAS:KMTS)",$23.81 
PFOE,Pathfinder Focused Opp (XNAS:PFOE),$23.84 
PRVA,"PRIVIA HEALTH GROUP, INC. (XNAS:PRVA)",$23.86 
DVRE,WEBs RE XLRE Def Vol (XNAS:DVRE),$23.87 
TCHI,iShares:MSCI China MTech (XNAS:TCHI),$23.87 
DVXF,WEBs Fnncl XLF Defi Vol (XNAS:DVXF),$23.90 
AGCC,Agencia Comercial Spirits Ltd (XNAS:AGCC),$23.96 
HCOW,Amplify COWS Cvrd Cll (XNAS:HCOW),$23.96 
CWBC,COMMUNITY WEST BANCSHARES (XNAS:CWBC),$23.98 
GLWG,Leverage Shs 2X Lg GLW D (XNAS:GLWG),$24.00 
PCB,PCB BANCORP (XNAS:PCB),$24.01 
ONB,OLD NATIONAL BANCORP (XNAS:ONB),$24.02 
BRZE,"Braze, Inc. (XNAS:BRZE)",$24.05 
IBGL,iShares:iBd D2055T Trs (XNAS:IBGL),$24.11 
RBB,RBB BANCORP (XNAS:RBB),$24.13 
CNQQ,Rayliant-ChinaAMC Tr CTR (XNAS:CNQQ),$24.15 
DUKH,Ocean Park High Income (XNAS:DUKH),$24.15 
BLCN,Siren:NexGen Econ (XNAS:BLCN),$24.22 
SCLS,Stoneport Adv Co LS (XNAS:SCLS),$24.26 
AIP,"ARTERIS, INC. (XNAS:AIP)",$24.27 
HIDE,EA:Alp Arc Hi Inf & Def (XNAS:HIDE),$24.28 
CCD,Calamos Dyn Cv and Inc (XNAS:CCD),$24.30 
KLRA,"KAILERA THERAPEUTICS, INC. (XNAS:KLRA)",$24.30 
NRIM,"NORTHRIM BANCORP, INC. (XNAS:NRIM)",$24.30 
ULH,"UNIVERSAL LOGISTICS HOLDINGS, INC. (XNAS:ULH)",$24.31 
GIND,Goldman:India Eqty (XNAS:GIND),$24.34 
CARE,"Carter Bankshares, Inc. (XNAS:CARE)",$24.37 
AUBN,"AUBURN NATIONAL BANCORPORATION, INC. (XNAS:AUBN)",$24.38 
QQLV,Invesco QQQ Low Vol (XNAS:QQLV),$24.39 
ASMU,Direxion:Dly ASML Bll 2X (XNAS:ASMU),$24.40 
IBTO,iShares:iBd Dec2033T Trs (XNAS:IBTO),$24.40 
PLSE,"PULSE BIOSCIENCES, INC. (XNAS:PLSE)",$24.43 
IVSX,Applied Fn IVS Intl SMID (XNAS:IVSX),$24.44 
KIQQ,KraneShs:InX Nd DB HI Id (XNAS:KIQQ),$24.46 
WATT,Energous Corporation (XNAS:WATT),$24.47 
SGP,"SPYGLASS PHARMA, INC. (XNAS:SGP)",$24.49 
IBGB,iShares:iBd D2045T Trs (XNAS:IBGB),$24.50 
THRV,Prospera Income (XNAS:THRV),$24.52 
IBGA,iShares:iBD Dec2044T Tr (XNAS:IBGA),$24.56 
NECB,"NORTHEAST COMMUNITY BANCORP, INC. (XNAS:NECB)",$24.57 
BSMY,Invesco Blt 2034 MB (XNAS:BSMY),$24.58 
CIVB,"CIVISTA BANCSHARES, INC. (XNAS:CIVB)",$24.58 
SMMT,SUMMIT THERAPEUTICS INC. (XNAS:SMMT),$24.58 
TLA,Grnshs:Autocallable TSLA (XNAS:TLA),$24.60 
RARE,ULTRAGENYX PHARMACEUTICAL INC. (XNAS:RARE),$24.61 
KBDU,KraneShs:2x L BIDU Dly (XNAS:KBDU),$24.63 
MYMH,State Street My2028 McpB (XNAS:MYMH),$24.63 
USFI,Franklin ETF:Bdy G US FI (XNAS:USFI),$24.63 
DVXP,WEBs Defined Vol XLP (XNAS:DVXP),$24.64 
RKNG,Defiance Retail Kings (XNAS:RKNG),$24.67 
MYMG,State Street My2027 McpB (XNAS:MYMG),$24.68 
DBX,"DROPBOX, INC. (XNAS:DBX)",$24.69 
ARLP,ALLIANCE RESOURCE PARTNERS UNT (XNAS:ARLP),$24.70 
CEVA,"CEVA, INC (XNAS:CEVA)",$24.71 
MYCO,State Street My2035 Cp B (XNAS:MYCO),$24.71 
MYMI,State Street My2029 McpB (XNAS:MYMI),$24.71 
BAIV,Brown Adv Intl Value Sel (XNAS:BAIV),$24.72 
MYCN,State Street My2034 Cp B (XNAS:MYCN),$24.72 
ODDS,Pacer BlStr Digital Ent (XNAS:ODDS),$24.72 
TDSB,ETC Cabana Target Beta (XNAS:TDSB),$24.74 
HBDC,Hilton BDC Corporate Bd (XNAS:HBDC),$24.78 
LYEL,"LYELL IMMUNOPHARMA, INC. (XNAS:LYEL)",$24.78 
STAA,STAAR SURGICAL COMPANY (XNAS:STAA),$24.80 
SBLK,STAR BULK CARRIERS CORP. (XNAS:SBLK),$24.83 
SUIS,Canary Staked SUI (XNAS:SUIS),$24.85 
ABI,VictoryII:VShs P A-B Inc (XNAS:ABI),$24.87 
LNZA,"LANZATECH GLOBAL, INC (XNAS:LNZA)",$24.87 
MYCM,State Street My2033 Cp B (XNAS:MYCM),$24.87 
MYMJ,State Street My2030 McpB (XNAS:MYMJ),$24.88 
PCRX,"PACIRA BIOSCIENCES, INC. (XNAS:PCRX)",$24.88 
MYCJ,State Street My2030 Cp B (XNAS:MYCJ),$24.90 
MYMF,State Street My2026 McpB (XNAS:MYMF),$24.90 
MYCL,State Street My2032 Cp B (XNAS:MYCL),$24.91 
BMOP,BNY Mellon:Muni Opps (XNAS:BMOP),$24.92 
MYCI,State Street My2029 Cp B (XNAS:MYCI),$24.93 
GLSI,"GREENWICH LIFESCIENCES, INC. (XNAS:GLSI)",$24.94 
IDVY,FT VI:Intl Rising Dv Ach (XNAS:IDVY),$24.94 
TCMD,"TACTILE SYSTEMS TECHNOLOGY, INC. (XNAS:TCMD)",$24.96 
WAMA,WisdomTree:US Ad Mg Av (XNAS:WAMA),$24.97 
GLDB,IDX Alternative FIAT (XNAS:GLDB),$24.98 
MYCH,State Street My2028 Cp B (XNAS:MYCH),$24.98 
UNB,"UNION BANKSHARES, INC. (XNAS:UNB)",$24.99 
MYCK,State Street My2031 Cp B (XNAS:MYCK),$25.00 
MYCG,State Street My2027 Cp B (XNAS:MYCG),$25.01 
TSPY,TappAlpha SPY G&DlyInc (XNAS:TSPY),$25.03 
VRIG,Invesco VR Inv Gd (XNAS:VRIG),$25.03 
IBGM,iShares:iBd Dec2056T Trs (XNAS:IBGM),$25.05 
MYCF,State Street My2026 Cp B (XNAS:MYCF),$25.05 
MYHE,SS My2031 HY Corp Bd (XNAS:MYHE),$25.06 
PBPH,Portfolio BB W P&B Idx (XNAS:PBPH),$25.06 
CA,Xtrackers Cali Muni Bd (XNAS:CA),$25.07 
MYHA,SS My2027 HY Corp Bd (XNAS:MYHA),$25.07 
MYHD,SS My2030 HY Corp Bd (XNAS:MYHD),$25.07 
MYMK,State Street My2031 McpB (XNAS:MYMK),$25.07 
CSTL,"CASTLE BIOSCIENCES, INC. (XNAS:CSTL)",$25.10 
MYHB,SS My2028 HY Corp Bd (XNAS:MYHB),$25.10 
PRCT,PROCEPT BIOROBOTICS CORPORATION (XNAS:PRCT),$25.11 
SUSB,iShares:ESG A 1-5Yr CB (XNAS:SUSB),$25.11 
ZUMZ,ZUMIEZ INC. (XNAS:ZUMZ),$25.11 
IBTR,iShares:iBd Dec2036T Trs (XNAS:IBTR),$25.12 
AAPG,ASCENTAGE PHARMA GROUP INTERNATIONAL (XNAS:AAPG),$25.13 
BSMW,Invesco Blt 2032 MB (XNAS:BSMW),$25.13 
VRNS,"VARONIS SYSTEMS, INC. (XNAS:VRNS)",$25.13 
MYHC,SS My2029 HY Corp Bd (XNAS:MYHC),$25.14 
NCPB,Nuveen Core Plus Bond (XNAS:NCPB),$25.14 
IBGC,iShares:iBd Dec2046T Trs (XNAS:IBGC),$25.16 
EYE,"NATIONAL VISION HOLDINGS, INC. (XNAS:EYE)",$25.19 
FSLY,"FASTLY, INC. (XNAS:FSLY)",$25.19 
MBUU,"MALIBU BOATS, INC. (XNAS:MBUU)",$25.21 
AGGA,EA:Astoria Dn Cr US Fx I (XNAS:AGGA),$25.22 
CLSM,ETC Cabana Tgt Ld SM (XNAS:CLSM),$25.23 
PRMR,PeakShares RMR Pr Eqty (XNAS:PRMR),$25.23 
SJCP,SanJac Alpha Cr Pls Bd (XNAS:SJCP),$25.23 
ANV,Grnshs:Autocallable NVDA (XNAS:ANV),$25.24 
NUSB,Nuveen Ultra Short Inc (XNAS:NUSB),$25.26 
IBTQ,iShares:iBd D2035T Trs (XNAS:IBTQ),$25.31 
WABF,Franklin ETF:West Ast Bd (XNAS:WABF),$25.31 
BSJX,Invesco Blt 2033 HY CB (XNAS:BSJX),$25.32 
BASG,Brown Advisory Sust Gr (XNAS:BASG),$25.33 
TNXT,T Rowe: Innov Leaders (XNAS:TNXT),$25.33 
MULT,Franklin ETF:Multstr Inc (XNAS:MULT),$25.35 
TPLS,Thornburg Core Plus Bond (XNAS:TPLS),$25.36 
WAY,Waystar Holding Corp. (XNAS:WAY),$25.36 
OBTC,OSPREY BITCOIN UNT (XNAS:OBTC),$25.37 
QALT,SEI DBi Multi-Strat Alt (XNAS:QALT),$25.37 
JBIO,"JADE BIOSCIENCES, INC. (XNAS:JBIO)",$25.38 
SMCZ,Defiance DT 2X Sh SMCI (XNAS:SMCZ),$25.41 
USAR,"USA RARE EARTH, INC. (XNAS:USAR)",$25.41 
WTBN,WisdomTree:Bianco Tot Rt (XNAS:WTBN),$25.41 
SJLD,SanJac Alpha Low Dur (XNAS:SJLD),$25.43 
BSJW,Invesco Blt 2032 HY CB (XNAS:BSJW),$25.46 
PLTZ,Defiance DT 2x Sh PLTR (XNAS:PLTZ),$25.47 
WTMY,WisdomTree:HI In Ld MnFd (XNAS:WTMY),$25.49 
BSMZ,Invesco Blt 2035 MB (XNAS:BSMZ),$25.50 
ALRS,ALERUS FINANCIAL CORPORATION (XNAS:ALRS),$25.51 
TRUH,VanEck:HC TruSec (XNAS:TRUH),$25.51 
FIVY,YieldMax DW Hybrid 5 Inc (XNAS:FIVY),$25.52 
BKMS,BNY Mellon:Muni Sh Drt (XNAS:BKMS),$25.57 
BWIN,"THE BALDWIN INSURANCE GROUP, INC (XNAS:BWIN)",$25.60 
TMB,Thornburg Multi Sec Bd (XNAS:TMB),$25.62 
IBTP,iShares:iBd D2034T Trs (XNAS:IBTP),$25.65 
CBC,"CENTRAL BANCOMPANY, INC. (XNAS:CBC)",$25.66 
VALG,LeverageShs 2X Lg VALE D (XNAS:VALG),$25.66 
LOTI,Liberty One Tactical Inc (XNAS:LOTI),$25.73 
BDVL,BlackRock:Disc Vol EA (XNAS:BDVL),$25.74 
BSSX,Invesco Blt 2033 MB (XNAS:BSSX),$25.75 
BMRC,BANK OF MARIN BANCORP (XNAS:BMRC),$25.79 
ENHI,BlackRock:En Intl Active (XNAS:ENHI),$25.79 
RICK,"RCI HOSPITALITY HOLDINGS, INC. (XNAS:RICK)",$25.80 
USDX,RBB:SGI Enhanced Core (XNAS:USDX),$25.80 
DBSC,Deepwater Beachfrnt SmCp (XNAS:DBSC),$25.81 
MYFW,"FIRST WESTERN FINANCIAL, INC. (XNAS:MYFW)",$25.81 
FMED,Fidelity Disrupt Med (XNAS:FMED),$25.82 
ARMY,Tema International Def (XNAS:ARMY),$25.84 
UPGR,Xtrackers US Green ISE (XNAS:UPGR),$25.84 
WTMU,WisdomTree:Cr Ldd Mn Fd (XNAS:WTMU),$25.85 
SEPN,"SEPTERNA, INC. (XNAS:SEPN)",$25.86 
TUGN,STF Tact Grwth & Inc (XNAS:TUGN),$25.88 
ALMS,ALUMIS INC. (XNAS:ALMS),$25.89 
BSJU,Invesco Blt 2030 HY CB (XNAS:BSJU),$25.89 
DMRA,"DAMORA THERAPEUTICS, INC. (XNAS:DMRA)",$25.90 
LEGN,Legend Biotech Corporation (XNAS:LEGN),$25.93 
CPRX,"CATALYST PHARMACEUTICALS, INC. (XNAS:CPRX)",$25.94 
RWIN,Rayliant NxtGn MF Int Eq (XNAS:RWIN),$25.94 
NTGR,"NETGEAR, INC. (XNAS:NTGR)",$25.95 
EHLS,Even Herd Lng Shrt (XNAS:EHLS),$25.98 
MVBF,MVB FINANCIAL CORP. (XNAS:MVBF),$25.99 
EZRO,AlphaDroid Dfnsv Sct Rtn (XNAS:EZRO),$26.00 
HEAL,Glbl X HthTch (XNAS:HEAL),$26.02 
URGN,UROGEN PHARMA LTD (XNAS:URGN),$26.06 
AMUN,abrdn:UlSh Muni Inc Act (XNAS:AMUN),$26.07 
ANEL,Defiance DT 2X Long ANET (XNAS:ANEL),$26.07 
BEEX,The BeeHive (XNAS:BEEX),$26.09 
ORCS,Direxion:Dly ORCL Bear (XNAS:ORCS),$26.09 
ISUL,GrnShs:2x Long ISRG Dly (XNAS:ISUL),$26.12 
NPFI,Nuveen Preferred and Inc (XNAS:NPFI),$26.16 
BRES,Burney US Equity Select (XNAS:BRES),$26.17 
PFDE,Pathfinder D US Equity (XNAS:PFDE),$26.18 
TXUG,Thornburg Int Grwth (XNAS:TXUG),$26.20 
BDYN,BlackRock:Dyn Eqty Act (XNAS:BDYN),$26.26 
BUSE,FIRST BUSEY CORPORATION (XNAS:BUSE),$26.30 
CRWL,GrnShs:2x Lg CRWD Dly (XNAS:CRWL),$26.30 
DVGR,DAC 3D Dividend Growth (XNAS:DVGR),$26.30 
QQQG,Pacer Nasdaq100 Tp50 CC (XNAS:QQQG),$26.32 
LWAY,"LIFEWAY FOODS, INC. (XNAS:LWAY)",$26.34 
AIMS,Acuitas Small Cap Active (XNAS:AIMS),$26.36 
GXDW,Glbl X Drsy Wr Thema (XNAS:GXDW),$26.36 
BSJV,Invesco Blt 2031 HY CB (XNAS:BSJV),$26.37 
AVOS,Avos Global Equities ETF (XNAS:AVOS),$26.38 
CAIQ,Calamos:Nasdaq Autocb In (XNAS:CAIQ),$26.38 
EASY,Liberty One Df Div Grwth (XNAS:EASY),$26.38 
BKMI,BNY Mellon:Muni Int (XNAS:BKMI),$26.39 
ENHU,BlackRock:En LgCp Cr Act (XNAS:ENHU),$26.40 
GTR,WisdomTree:Target Range (XNAS:GTR),$26.40 
IGIC,International General Insurance Holdings Ltd. (XNAS:IGIC),$26.40 
TRUD,VanEck:Cons Disc TruSec (XNAS:TRUD),$26.40 
GLCR,GlacierShrs Nsdq Iceland (XNAS:GLCR),$26.41 
AZTA,"AZENTA, INC. (XNAS:AZTA)",$26.46 
NFRX,Harrison St Infras Act (XNAS:NFRX),$26.46 
NGHT,Nicholas Btc&Trs AftDrk (XNAS:NGHT),$26.48 
MAZE,"MAZE THERAPEUTICS, INC. (XNAS:MAZE)",$26.50 
QQWZ,Pacer CC 100-Nsq 100 Rtr (XNAS:QQWZ),$26.50 
KDP,KEURIG DR PEPPER INC. (XNAS:KDP),$26.54 
TRUC,VanEck:Comm Srv TruSec (XNAS:TRUC),$26.55 
AMDL,GrnShs:2x Lg AMD Dly (XNAS:AMDL),$26.56 
SMOM,Symmetry Pano Sect Mom (XNAS:SMOM),$26.56 
TFNS,T Rowe:Financials (XNAS:TFNS),$26.59 
FINX,Glbl X FinTech (XNAS:FINX),$26.60 
WCBR,WisdomTree:Cybersecurity (XNAS:WCBR),$26.63 
NWSA,NEWS CORPORATION (XNAS:NWSA),$26.65 
DVUT,WEBs Utlties XLU Def Vol (XNAS:DVUT),$26.66 
EZMO,AlphaDroid Broad Mkts Mt (XNAS:EZMO),$26.67 
PKOH,PARK-OHIO HOLDINGS CORP. (XNAS:PKOH),$26.68 
CDIG,EA:City Diff Inv Glb Eq (XNAS:CDIG),$26.69 
WSGE,Warren Street Global Eq (XNAS:WSGE),$26.69 
AGIO,"AGIOS PHARMACEUTICALS, INC. (XNAS:AGIO)",$26.72 
DRNZ,REX Drone ETF (XNAS:DRNZ),$26.74 
QEW,Invesco QQQ Equal Weight (XNAS:QEW),$26.74 
FMAO,"FARMERS & MERCHANTS BANCORP, INC. (XNAS:FMAO)",$26.75 
ODTE,VgSh SPX NDX RTY Pr Inc (XNAS:ODTE),$26.76 
FHB,"FIRST HAWAIIAN, INC. (XNAS:FHB)",$26.78 
QCMD,Direxion:Dly QCOM Br 1X (XNAS:QCMD),$26.78 
IONL,GrnShs:2x Lng IONQ Dly (XNAS:IONL),$26.79 
GLXY,GALAXY DIGITAL INC. (XNAS:GLXY),$26.80 
RDWR,RADWARE LTD. (XNAS:RDWR),$26.81 
TDSC,ETC Cabana Tgt Drwdwn 10 (XNAS:TDSC),$26.83 
EXUS,Nomura Focused Int Cr (XNAS:EXUS),$26.87 
EGBN,"EAGLE BANCORP, INC. (XNAS:EGBN)",$26.88 
NATR,"NATURE'S SUNSHINE PRODUCTS, INC. (XNAS:NATR)",$26.91 
SPCT,Liberty One Spectrum (XNAS:SPCT),$26.93 
HYP,Golden Eagle Dynmc Hypgr (XNAS:HYP),$26.94 
TNGX,"TANGO THERAPEUTICS, INC. (XNAS:TNGX)",$26.94 
HOOG,LeverageShs 2X Lg HOOD D (XNAS:HOOG),$26.95 
CBIO,"Crescent Biopharma, Inc. (XNAS:CBIO)",$26.98 
SQS,EA:Sapient Quality Sel (XNAS:SQS),$27.00 
DVSP,WEBs SPY Defined Vol (XNAS:DVSP),$27.02 
PGJ,Invesco Gldn DrgnChi (XNAS:PGJ),$27.07 
INDQ,Pacer ActAlpha India Qlt (XNAS:INDQ),$27.08 
TLG,Touchstone:Lg Cmp Gr (XNAS:TLG),$27.09 
DSGR,"DISTRIBUTION SOLUTIONS GROUP, INC. (XNAS:DSGR)",$27.12 
GOU,GrnShs:2x Long GOOGL Dly (XNAS:GOU),$27.13 
HERO,Glbl X VG & Esports (XNAS:HERO),$27.14 
BSVO,EA:Bridgeway Omn SC V (XNAS:BSVO),$27.24 
FALN,iShares:Fall Ang USD Bd (XNAS:FALN),$27.24 
LARK,"LANDMARK BANCORP, INC. (XNAS:LARK)",$27.24 
TRUF,VanEck Fnncls TruSec (XNAS:TRUF),$27.24 
NGNE,NEUROGENE INC. (XNAS:NGNE),$27.27 
